"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Cossidae","Zeuzera coffeae","Bombacaceae","Ceiba pentandra","Thailand"
"Cossidae","Zeuzera coffeae","Bombacaceae","Ceiba pentandra","Thailand"
"Cossidae","Zeuzera coffeae","Bombacaceae","Ceiba pentandra","West Malaysia"
"Cossidae","Zeuzera coffeae","Solanaceae","Cestrum","Oriental"
"Cossidae","Zeuzera coffeae","Solanaceae","Cestrum nocturnum","India"
"Cossidae","Zeuzera coffeae","Meliaceae","Chukrasia","Oriental"
"Cossidae","Zeuzera coffeae","Meliaceae","Chukrasia tabularis","India"
"Cossidae","Zeuzera coffeae","Meliaceae","Chukrasia tabularis","Oriental"
"Cossidae","Zeuzera coffeae","Rubiaceae","Cinchona","Indonesia"
"Cossidae","Zeuzera coffeae","Lauraceae","Cinnamomum","Oriental"
"Cossidae","Zeuzera coffeae","Lauraceae","Cinnamomum camphora","Oriental"
"Cossidae","Zeuzera coffeae","Lauraceae","Cinnamomum camphora","West Malaysia"
"Cossidae","Zeuzera coffeae","Lauraceae","Cinnamomum zeylanicum","India"
"Cossidae","Zeuzera coffeae","Lauraceae","Cinnamomum zeylanicum","Oriental"
"Cossidae","Zeuzera coffeae","Lauraceae","Cinnamomum zeylanicum","Sri Lanka"
"Cossidae","Zeuzera coffeae","Rutaceae","Citrus","India"
"Cossidae","Zeuzera coffeae","Rutaceae","Citrus","Indo-Australian"
"Cossidae","Zeuzera coffeae","Rutaceae","Citrus","Oriental"
"Cossidae","Zeuzera coffeae","Rutaceae","Citrus","South-East Asia"
"Cossidae","Zeuzera coffeae","Rutaceae","Citrus","West Malaysia"
"Cossidae","Zeuzera coffeae","Rutaceae","Citrus aurantium","Sri Lanka"
"Cossidae","Zeuzera coffeae","Rutaceae","Citrus medica","Sri Lanka"
"Cossidae","Zeuzera coffeae","Rutaceae","Clausena lansium","Hong Kong"
"Cossidae","Zeuzera coffeae","Verbenaceae","Clerodendrum","Oriental"
"Cossidae","Zeuzera coffeae","Verbenaceae","Clerodendrum infortunatum","India"
"Cossidae","Zeuzera coffeae","Verbenaceae","Clerodendrum infortunatum","Sri Lanka"
"Cossidae","Zeuzera coffeae","Rubiaceae","Coffea","India"
"Cossidae","Zeuzera coffeae","Rubiaceae","Coffea","India"
"Cossidae","Zeuzera coffeae","Rubiaceae","Coffea","India"
"Cossidae","Zeuzera coffeae","Rubiaceae","Coffea","India"
