"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Pyralidae","Crocidolomia pavonana","Cruciferae","Brassica rapa","East Africa"
"Pyralidae","Crocidolomia pavonana","Cruciferae","Brassica rapa","Indonesia"
"Pyralidae","Crocidolomia pavonana","Cruciferae","Brassica rapa","South-East Asia"
"Pyralidae","Crocidolomia pavonana","Leguminosae (p)","Cajanus cajan","South-East Asia"
"Pyralidae","Crocidolomia pavonana","Leguminosae (p)","Cajanus cajan","Tanzania"
"Pyralidae","Crocidolomia pavonana","Capparaceae","Capparis","East Africa"
"Pyralidae","Crocidolomia pavonana","Capparaceae","Capparis galeata","East Africa"
"Pyralidae","Crocidolomia pavonana","Capparaceae","Capparis pyrifolia","Thailand"
"Pyralidae","Crocidolomia pavonana","Solanaceae","Capsicum","Sri Lanka"
"Pyralidae","Crocidolomia pavonana","Solanaceae","Capsicum","Sri Lanka"
"Pyralidae","Crocidolomia pavonana","Solanaceae","Capsicum annuum","India"
"Pyralidae","Crocidolomia pavonana","Solanaceae","Capsicum annuum","Sri Lanka"
"Pyralidae","Crocidolomia pavonana","Capparaceae","Cleome","East Africa"
"Pyralidae","Crocidolomia pavonana","Capparaceae","Cleome","Southern Africa"
"Pyralidae","Crocidolomia pavonana","Capparaceae","Cleome gynandra","East Africa"
"Pyralidae","Crocidolomia pavonana","Leguminosae (p)","Clitoria","Pakistan"
"Pyralidae","Crocidolomia pavonana","Capparaceae","Crateva religiosa","India"
"Pyralidae","Crocidolomia pavonana","Capparaceae","Crateva religiosa","Old World"
"Pyralidae","Crocidolomia pavonana","Malvaceae","Gossypium","Pantropical"
"Pyralidae","Crocidolomia pavonana","Malvaceae","Gossypium","South-East Asia"
"Pyralidae","Crocidolomia pavonana","Cruciferae","Lepidium","Afrotropical"
"Pyralidae","Crocidolomia pavonana","Cruciferae","Lepidium sativum","India"
"Pyralidae","Crocidolomia pavonana","Moringaceae","Moringa oleifera","East Africa"
"Pyralidae","Crocidolomia pavonana","Moringaceae","Moringa pterygosperma","East Africa"
"Pyralidae","Crocidolomia pavonana","Cruciferae","Raphanus","Guam"
"Pyralidae","Crocidolomia pavonana","Cruciferae","Raphanus sativus","India"
"Pyralidae","Crocidolomia pavonana","Cruciferae","Raphanus sativus","India"
"Pyralidae","Crocidolomia pavonana","Cruciferae","Raphanus sativus","Indonesia"
"Pyralidae","Crocidolomia pavonana","Cruciferae","Raphanus sativus","Old World"
"Pyralidae","Crocidolomia pavonana","Cruciferae","Raphanus sativus","Southern Africa"
