"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Pyralidae","Palpita unionalis","Oleaceae","Jasminum","East Africa"
"Pyralidae","Palpita unionalis","Oleaceae","Jasminum","India"
"Pyralidae","Palpita unionalis","Oleaceae","Jasminum","Indonesia"
"Pyralidae","Palpita unionalis","Oleaceae","Jasminum","Southern Africa"
"Pyralidae","Palpita unionalis","Oleaceae","Jasminum officinale","British Isles"
"Pyralidae","Palpita unionalis","Oleaceae","Jasminum sambac","East Africa"
"Pyralidae","Palpita unionalis","Oleaceae","Jasminum sambac","India"
"Pyralidae","Palpita unionalis","Oleaceae","Jasminum sambac","West Malaysia"
"Pyralidae","Palpita unionalis","Oleaceae","Olea europaea","Afrotropical"
"Pyralidae","Palpita unionalis","Oleaceae","Olea europaea","East Africa"
"Pyralidae","Palpita unionalis","Oleaceae","Olea europaea","Southern Africa"
"Pyralidae","Palpita vitrealis","Oleaceae","Jasminum","East Africa"
"Pyralidae","Palpita vitrealis","Oleaceae","Olea europaea","East Africa"
"Pyralidae","Panalipa immeritalis","Gramineae","Oryza sativa","Bangladesh"
"Pyralidae","Panalipa immeritalis","Gramineae","Oryza sativa","India"
"Pyralidae","Panotima","Dennstaedtiaceae","Pteridium","South Africa"
"Pyralidae","Panotima","Dennstaedtiaceae","Pteridium aquilinum","South Africa"
"Pyralidae","Panotima angularis","Dennstaedtiaceae","Pteridium aquilinum","South Africa"
"Pyralidae","Pantographa limata","Bombacaceae","Ochroma pyramidale","Puerto Rico"
"Pyralidae","Pantographa limata","Fagaceae","Quercus","USA"
"Pyralidae","Pantographa limata","Tiliaceae","Tilia","Nearctic"
"Pyralidae","Pantographa limata","Tiliaceae","Tilia","USA"
"Pyralidae","Pantographa limata","Tiliaceae","Tilia americana","Canada"
"Pyralidae","Pantographa limata","Tiliaceae","Tilia americana","Nearctic"
"Pyralidae","Pantographa limata","Tiliaceae","Tilia americana","USA"
"Pyralidae","Pantographa limata","Ulmaceae","Ulmus thomasii","Canada"
"Pyralidae","Paraglossa glaucalis","Sapotaceae","Vitellaria paradoxa","Ghana"
"Pyralidae","Paraglossa glaucalis","Sapotaceae","Vitellaria paradoxa","Ghana"
"Pyralidae","Paraglossa glaucalis","Sapotaceae","Vitellaria paradoxa","Uganda"
"Pyralidae","Paralipsa gularis","Detritophagous","","Hawaii"
