"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Pieridae","Eurema daira","Leguminosae (p)","Desmodium","West Indies"
"Pieridae","Eurema daira","Leguminosae (p)","Glycine","USA"
"Pieridae","Eurema daira","Leguminosae (p)","Medicago lupulina","USA"
"Pieridae","Eurema daira","Leguminosae (m)","Mimosa pudica","Mexico"
"Pieridae","Eurema daira","Leguminosae (p)","Stylosanthes biflora","USA"
"Pieridae","Eurema daira","Leguminosae (p)","Trifolium","USA"
"Pieridae","Eurema desjardinsii","Leguminosae (m)","Albizia","Uganda"
"Pieridae","Eurema desjardinsii","Leguminosae (c)","Cassia","Afrotropical"
"Pieridae","Eurema desjardinsii","Leguminosae (c)","Cassia","East Africa"
"Pieridae","Eurema desjardinsii","Leguminosae (c)","Cassia grandis","Uganda"
"Pieridae","Eurema desjardinsii","Leguminosae (p)","Sesbania","Afrotropical"
"Pieridae","Eurema desjardinsii","Leguminosae (p)","Sesbania","East Africa"
"Pieridae","Eurema deva","Leguminosae (c)","Caesalpinia regia","Brazil"
"Pieridae","Eurema deva","Leguminosae (c)","Cassia","Brazil"
"Pieridae","Eurema deva","Leguminosae (p)","Glycine max","Brazil"
"Pieridae","Eurema deva","Leguminosae (c)","Senna alata","Brazil"
"Pieridae","Eurema deva","Leguminosae (c)","Senna corymbosa","Brazil"
"Pieridae","Eurema dina","Simaroubaceae","Alvaradoa amorphoides","USA"
"Pieridae","Eurema dina","Simaroubaceae","Picramnia antidesma","Mexico"
"Pieridae","Eurema dina","Simaroubaceae","Picramnia pentandra","Cuba"
"Pieridae","Eurema dina","Simaroubaceae","Picramnia pentandra","Mexico"
"Pieridae","Eurema elathea","Leguminosae (p)","Arachis hypogaea","Brazil"
"Pieridae","Eurema elathea","Leguminosae (m)","Calliandra tweediei","Brazil"
"Pieridae","Eurema elathea","Leguminosae (p)","Glycine max","Brazil"
"Pieridae","Eurema elathea","Leguminosae (c)","Senna alata","Brazil"
"Pieridae","Eurema elathea","Leguminosae (p)","Zornia","Brazil"
"Pieridae","Eurema esakii","Leguminosae (c)","Cassia surattensis","Taiwan"
"Pieridae","Eurema esakii","Leguminosae (p)","Galactia tashiroi","Taiwan"
"Pieridae","Eurema esakii","Rhamnaceae","Rhamnus formosana","Taiwan"
"Pieridae","Eurema esakii","Leguminosae (c)","Senna obtusifolia","Taiwan"
