"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Psychidae","Bambalina sp.","Fagaceae","Castanea crenata","Japan"
"Psychidae","Bambalina sp.","Fagaceae","Quercus acutissima","Japan"
"Psychidae","Bambalina sp.","Fagaceae","Quercus cerris","Japan"
"Psychidae","Basicladus celibatus","Pinaceae","Pinus","USA"
"Psychidae","Basicladus celibatus","Fagaceae","Quercus","USA"
"Psychidae","Basicladus celibatus","Ericaceae","Vaccinium corymbosum","USA"
"Psychidae","Basicladus tracyi","Gramineae","","Nearctic"
"Psychidae","Basicladus tracyi","Polyphagous","","Nearctic"
"Psychidae","Basicladus tracyi","Cyperaceae","","Nearctic"
"Psychidae","Basicladus tracyi","Palmae","","Nearctic"
"Psychidae","Basicladus tracyi","Cyperaceae","","USA"
"Psychidae","Basicladus tracyi","Juncaceae","","USA"
"Psychidae","Basicladus tracyi","Gramineae","","USA"
"Psychidae","Basicladus tracyi","Sarraceniaceae","Sarracenia alata","USA"
"Psychidae","Biopsyche thoracica","Casuarinaceae","Casuarina equisetifolia","Cuba"
"Psychidae","Biopsyche thoracicum","Leguminosae (p)","Aeschynomene americana","Cuba"
"Psychidae","Biopsyche thoracicum","Casuarinaceae","Casuarina equisetifolia","Cuba"
"Psychidae","Biopsyche thoracicum","Myrtaceae","Psidium guajava","Cuba"
"Psychidae","Bourgognea microcera","Leguminosae (c)","Acrocarpus fraxinifolius","East Africa"
"Psychidae","Bourgognea microcera","Leguminosae (c)","Acrocarpus fraxinifolius","Uganda"
"Psychidae","Bourgognea reimeri","Leguminosae (c)","Delonix regia","Afrotropical"
"Psychidae","Bourgognea reimeri","Leguminosae (c)","Delonix regia","East Africa"
"Psychidae","Brachycyttarus fasciatus","Euphorbiaceae","Aleurites montana","South-East Asia"
"Psychidae","Brachycyttarus fasciatus","Euphorbiaceae","Aleurites montana","West Malaysia"
"Psychidae","Brachycyttarus fasciatus","Cannaceae","Canna","South-East Asia"
"Psychidae","Brachycyttarus fasciatus","Cannaceae","Canna","Thailand"
"Psychidae","Brachycyttarus fasciatus","Rubiaceae","Coffea liberica","South-East Asia"
"Psychidae","Brachycyttarus fasciatus","Rubiaceae","Coffea liberica","West Malaysia"
"Psychidae","Brachycyttarus fasciatus","Musaceae","Musa","South-East Asia"
"Psychidae","Brachycyttarus fasciatus","Musaceae","Musa","Thailand"
