"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Tortricidae","Adoxophyes orana","Cannabaceae","Humulus","Old World"
"Tortricidae","Adoxophyes orana","Cannabaceae","Humulus lupulus","Europe"
"Tortricidae","Adoxophyes orana","Sapindaceae","Litchi chinensis","Hong Kong"
"Tortricidae","Adoxophyes orana","Fagaceae","Lithocarpus glaber","Hong Kong"
"Tortricidae","Adoxophyes orana","Caprifoliaceae","Lonicera","Palaearctic"
"Tortricidae","Adoxophyes orana","Caprifoliaceae","Lonicera periclymenum","Europe"
"Tortricidae","Adoxophyes orana","Rosaceae","Malus pumila","Europe"
"Tortricidae","Adoxophyes orana","Rosaceae","Malus pumila","Korea"
"Tortricidae","Adoxophyes orana","Rosaceae","Malus pumila","Old World"
"Tortricidae","Adoxophyes orana","Rosaceae","Malus sylvestris","Europe"
"Tortricidae","Adoxophyes orana","Moraceae","Morus alba","Hong Kong"
"Tortricidae","Adoxophyes orana","Anacardiaceae","Pistacia","Middle East"
"Tortricidae","Adoxophyes orana","Salicaceae","Populus","Europe"
"Tortricidae","Adoxophyes orana","Salicaceae","Populus","Hong Kong"
"Tortricidae","Adoxophyes orana","Salicaceae","Populus","Old World"
"Tortricidae","Adoxophyes orana","Rosaceae","Prunus","Europe"
"Tortricidae","Adoxophyes orana","Rosaceae","Prunus","Korea"
"Tortricidae","Adoxophyes orana","Rosaceae","Prunus","Old World"
"Tortricidae","Adoxophyes orana","Rosaceae","Prunus avium","Hong Kong"
"Tortricidae","Adoxophyes orana","Rosaceae","Prunus cerasus","Europe"
"Tortricidae","Adoxophyes orana","Rosaceae","Prunus persica","Greece"
"Tortricidae","Adoxophyes orana","Rosaceae","Prunus salicina","Hong Kong"
"Tortricidae","Adoxophyes orana","Rosaceae","Pyrus","Europe"
"Tortricidae","Adoxophyes orana","Rosaceae","Pyrus","Old World"
"Tortricidae","Adoxophyes orana","Rosaceae","Pyrus ussuriensis","Europe"
"Tortricidae","Adoxophyes orana","Fagaceae","Quercus acutissima","Japan"
"Tortricidae","Adoxophyes orana","Grossulariaceae","Ribes","Europe"
"Tortricidae","Adoxophyes orana","Grossulariaceae","Ribes","Hong Kong"
"Tortricidae","Adoxophyes orana","Grossulariaceae","Ribes","Old World"
"Tortricidae","Adoxophyes orana","Rosaceae","Rosa","Europe"
