"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Psychidae","Thyridopteryx ephemeraeformis","Casuarinaceae","Casuarina","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Bignoniaceae","Catalpa bignonioides","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Pinaceae","Cedrus","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Ulmaceae","Celtis occidentalis","USA"
"Psychidae","Thyridopteryx ephemeraeformis","Leguminosae (c)","Cercis canadensis","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Cupressaceae","Chamaecyparis thyoides","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Rutaceae","Citrus","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Rutaceae","Citrus","USA"
"Psychidae","Thyridopteryx ephemeraeformis","Rutaceae","Citrus reticulata","USA"
"Psychidae","Thyridopteryx ephemeraeformis","Ranunculaceae","Clematis","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Polygonaceae","Coccoloba uvifera","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Compositae","Conyza canadensis","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Cornaceae","Cornus","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Rosaceae","Crataegus","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Rosaceae","Crataegus curvisepala","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Cupressaceae","Cupressus","Nearctic"
"Psychidae","Thyridopteryx ephemeraeformis","Rosaceae","Cydonia oblonga","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Rosaceae","Cydonia oblonga","Nearctic"
"Psychidae","Thyridopteryx ephemeraeformis","Ebenaceae","Diospyros virginiana","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Ebenaceae","Diospyros virginiana","Nearctic"
"Psychidae","Thyridopteryx ephemeraeformis","Fagaceae","Fagus grandifolia","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Fagaceae","Fagus sieboldii","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Fagaceae","Fagus sylvatica","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Oleaceae","Fraxinus americana","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Ericaceae","Gaylussacia baccata","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Leguminosae (c)","Gleditsia","Nearctic"
"Psychidae","Thyridopteryx ephemeraeformis","Leguminosae (c)","Gleditsia triacanthos","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Leguminosae (c)","Gleditsia triacanthos","Nearctic"
"Psychidae","Thyridopteryx ephemeraeformis","Malvaceae","Gossypium","Holarctic"
"Psychidae","Thyridopteryx ephemeraeformis","Hamamelidaceae","Hamamelis virginiana","Holarctic"
