"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Tortricidae","Apotomis spinulana","Betulaceae","Betula papyrifera","Canada"
"Tortricidae","Apotomis spinulana","Salicaceae","Salix","Canada"
"Tortricidae","Apotomis tertiana","Aceraceae","Acer","Canada"
"Tortricidae","Apotomis tertiana","Betulaceae","Betula papyrifera","Canada"
"Tortricidae","Apotomis tertiana","Salicaceae","Salix","Canada"
"Tortricidae","Apotomis turbidana","Betulaceae","Betula","British Isles"
"Tortricidae","Apotomis turbidana","Betulaceae","Betula","Palaearctic"
"Tortricidae","Apotomis turbidana","Fagaceae","Quercus","Palaearctic"
"Tortricidae","Apotomis vaccinii","Ericaceae","Vaccinium hirsutum","Russia"
"Tortricidae","Apotomis vaccinii","Ericaceae","Vaccinium ovalifolium","Russia"
"Tortricidae","Apotomops wellingtoniana","Pinaceae","Abies amabilis","Canada"
"Tortricidae","Apotomops wellingtoniana","Pinaceae","Abies amabilis","Nearctic"
"Tortricidae","Apotomops wellingtoniana","Pinaceae","Picea","Canada"
"Tortricidae","Apotomops wellingtoniana","Pinaceae","Picea","Nearctic"
"Tortricidae","Apotomops wellingtoniana","Pinaceae","Tsuga heterophylla","Canada"
"Tortricidae","Apotomops wellingtoniana","Pinaceae","Tsuga heterophylla","Nearctic"
"Tortricidae","Apotomops wellingtoniana","Pinaceae","Tsuga mertensiana","Canada"
"Tortricidae","Apotomops wellingtoniana","Pinaceae","Tsuga mertensiana","Nearctic"
"Tortricidae","Arcesis threnodes","Leguminosae (c)","Amherstia nobilis","Hong Kong"
"Tortricidae","Arcesis threnodes","Magnoliaceae","Michelia champaca","India"
"Tortricidae","Arcesis threnodes","Magnoliaceae","Michelia champaca","India"
"Tortricidae","Arcesis threnodes","Magnoliaceae","Michelia champaca","Oriental"
"Tortricidae","Archepandemis borealis","Pinaceae","","Nearctic"
"Tortricidae","Archepandemis borealis","Pinaceae","Abies balsamea","Nearctic"
"Tortricidae","Archepandemis coniferana","Pinaceae","","Nearctic"
"Tortricidae","Archepandemis morrisana","Pinaceae","Abies balsamea","Canada"
"Tortricidae","Archilobesia drymoptila","Euphorbiaceae","Glochidion","Australasia"
"Tortricidae","Archilobesia drymoptila","Euphorbiaceae","Glochidion","Australasia"
"Tortricidae","Archilobesia drymoptila","Euphorbiaceae","Glochidion","Oriental"
"Tortricidae","Archips","Acanthaceae","Acanthus","Singapore"
