"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Geometridae","Myrteta sericea","Theaceae","Stuartia pseudo-camellia","Japan"
"Geometridae","Myrteta sericea","Theaceae","Stuartia serrata","Japan"
"Geometridae","Myrteta tinagmaria","Theaceae","Camellia japonica","Japan"
"Geometridae","Nacophora mexicanaria","Pinaceae","Pinus ponderosa","Nearctic"
"Geometridae","Nacophora mexicanaria","Pinaceae","Pinus ponderosa","USA"
"Geometridae","Nacophora quernaria","Polyphagous","","Nearctic"
"Geometridae","Nacophora quernaria","Betulaceae","Betula","Nearctic"
"Geometridae","Nacophora quernaria","Betulaceae","Betula papyrifera","Canada"
"Geometridae","Nacophora quernaria","Betulaceae","Betula papyrifera","Nearctic"
"Geometridae","Nacophora quernaria","Rosaceae","Crataegus","Nearctic"
"Geometridae","Nacophora quernaria","Salicaceae","Populus","Nearctic"
"Geometridae","Nacophora quernaria","Salicaceae","Populus balsamifera","Canada"
"Geometridae","Nacophora quernaria","Salicaceae","Populus tremuloides","Canada"
"Geometridae","Nacophora quernaria","Rosaceae","Prunus","Nearctic"
"Geometridae","Nacophora quernaria","Rosaceae","Prunus serotina","Nearctic"
"Geometridae","Nacophora quernaria","Fagaceae","Quercus","Nearctic"
"Geometridae","Nacophora quernaria","Fagaceae","Quercus","USA"
"Geometridae","Nacophora quernaria","Fagaceae","Quercus alba","Canada"
"Geometridae","Nacophora quernaria","Fagaceae","Quercus alba","Nearctic"
"Geometridae","Nacophora quernaria","Fagaceae","Quercus coccinea/rubra","USA"
"Geometridae","Nacophora quernaria","Fagaceae","Quercus macrocarpa","Canada"
"Geometridae","Nacophora quernaria","Fagaceae","Quercus macrocarpa","Nearctic"
"Geometridae","Nacophora quernaria","Fagaceae","Quercus robur","Nearctic"
"Geometridae","Nacophora quernaria","Fagaceae","Quercus rubra","Canada"
"Geometridae","Nacophora quernaria","Fagaceae","Quercus rubra","Nearctic"
"Geometridae","Nacophora quernaria","Salicaceae","Salix","Canada"
"Geometridae","Nacophora quernaria","Salicaceae","Salix","Nearctic"
"Geometridae","Nacophora quernaria","Tiliaceae","Tilia americana","Canada"
"Geometridae","Nacophora quernaria","Ulmaceae","Ulmus americana","Canada"
"Geometridae","Narraga fasciolaria","Compositae","Artemisia campestris","Finland"
