"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Pyralidae","Thylacoptila paurosema","Leguminosae (c)","Senna obtusifolia","India"
"Pyralidae","Thylacoptila paurosema","Leguminosae (c)","Senna obtusifolia","West Malaysia"
"Pyralidae","Thylacoptila paurosema","Leguminosae (c)","Senna occidentalis","Afrotropical"
"Pyralidae","Thylacoptila paurosema","Leguminosae (c)","Senna occidentalis","India"
"Pyralidae","Thylacoptila paurosema","Leguminosae (c)","Senna occidentalis","West Malaysia"
"Pyralidae","Thylacoptila paurosema","Leguminosae (c)","Senna siamea","Nigeria"
"Pyralidae","Thylacoptila paurosema","Leguminosae (c)","Senna siamea","Nigeria"
"Pyralidae","Thyridopyralis gallaerandialis","Rubiaceae","Randia aculeata","Nearctic"
"Pyralidae","Tirathaba","Palmae","Cocos nucifera","Malaysia"
"Pyralidae","Tirathaba","Palmae","Cocos nucifera","Solomon Islands"
"Pyralidae","Tirathaba complexa","Palmae","Cocos nucifera","Australasia"
"Pyralidae","Tirathaba complexa","Palmae","Cocos nucifera","Fiji"
"Pyralidae","Tirathaba complexa","Palmae","Cocos nucifera","Pacific"
"Pyralidae","Tirathaba leucotephras","Palmae","Nypa","India"
"Pyralidae","Tirathaba leucotephras","Palmae","Nypa fruticans","Malaysia"
"Pyralidae","Tirathaba leucotephras","Palmae","Nypa fruticans","Oriental"
"Pyralidae","Tirathaba leucotephras","Palmae","Nypa fruticans","Singapore"
"Pyralidae","Tirathaba leucotephras","Palmae","Nypa fruticans","West Malaysia"
"Pyralidae","Tirathaba leucotephras","Palmae","Nypa fruticans","West Malaysia"
"Pyralidae","Tirathaba mundella","Palmae","Areca","Oriental"
"Pyralidae","Tirathaba mundella","Palmae","Areca catechu","Indonesia"
"Pyralidae","Tirathaba mundella","Palmae","Areca catechu","West Malaysia"
"Pyralidae","Tirathaba mundella","Palmae","Cocos nucifera","Andaman & Nicobar Is"
"Pyralidae","Tirathaba mundella","Palmae","Cocos nucifera","India"
"Pyralidae","Tirathaba mundella","Palmae","Cocos nucifera","Indonesia"
"Pyralidae","Tirathaba mundella","Palmae","Cocos nucifera","West Malaysia"
"Pyralidae","Tirathaba mundella","Bombacaceae","Durio zibethinus","West Malaysia"
"Pyralidae","Tirathaba mundella","Palmae","Elaeis","Oriental"
"Pyralidae","Tirathaba mundella","Palmae","Elaeis guineensis","India"
"Pyralidae","Tirathaba mundella","Palmae","Elaeis guineensis","Malaysia"
