"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Lymantriidae","Orgyia mixta","Malvaceae","Hibiscus","East Africa"
"Lymantriidae","Orgyia mixta","Bignoniaceae","Jacaranda mimosaefolia","East Africa"
"Lymantriidae","Orgyia mixta","Lythraceae","Lagerstroemia","East Africa"
"Lymantriidae","Orgyia mixta","Rosaceae","Malus pumila","Southern Africa"
"Lymantriidae","Orgyia mixta","Rosaceae","Malus sylvestris","East Africa"
"Lymantriidae","Orgyia mixta","Pinaceae","Pinus patula","Zambia"
"Lymantriidae","Orgyia mixta","Pinaceae","Pinus radiata","Afrotropical"
"Lymantriidae","Orgyia mixta","Pinaceae","Pinus radiata","East Africa"
"Lymantriidae","Orgyia mixta","Pinaceae","Pinus radiata","East Africa"
"Lymantriidae","Orgyia mixta","Rosaceae","Prunus domestica","East Africa"
"Lymantriidae","Orgyia mixta","Rosaceae","Pyrus","East Africa"
"Lymantriidae","Orgyia mixta","Euphorbiaceae","Ricinus","East Africa"
"Lymantriidae","Orgyia mixta","Euphorbiaceae","Ricinus communis","East Africa"
"Lymantriidae","Orgyia mixta","Leguminosae (p)","Robinia pseudoacacia","East Africa"
"Lymantriidae","Orgyia mixta","Anacardiaceae","Schinus molle","East Africa"
"Lymantriidae","Orgyia mixta","Anacardiaceae","Schinus molle","East Africa"
"Lymantriidae","Orgyia mixta","Myrtaceae","Syzygium","East Africa"
"Lymantriidae","Orgyia mixta","Sterculiaceae","Theobroma cacao","Ghana"
"Lymantriidae","Orgyia mixta","Ulmaceae","Ulmus parvifolia","East Africa"
"Lymantriidae","Orgyia mixta","Ulmaceae","Ulmus pumila","East Africa"
"Lymantriidae","Orgyia mixta","Gramineae","Zea mays","East Africa"
"Lymantriidae","Orgyia mixta","Gramineae","Zea mays","Southern Africa"
"Lymantriidae","Orgyia mixta","Rhamnaceae","Ziziphus","East Africa"
"Lymantriidae","Orgyia mixta","Rhamnaceae","Ziziphus jujuba","East Africa"
"Lymantriidae","Orgyia mixta","Rhamnaceae","Ziziphus mauritiana","East Africa"
"Lymantriidae","Orgyia oslari","Pinaceae","Abies","Nearctic"
"Lymantriidae","Orgyia oslari","Pinaceae","Abies concolor","Nearctic"
"Lymantriidae","Orgyia osseata","Leguminosae (m)","Acacia mangium","West Malaysia"
"Lymantriidae","Orgyia osseata","Euphorbiaceae","Aleurites montana","West Malaysia"
"Lymantriidae","Orgyia osseata","Annonaceae","Annona muricata","West Malaysia"
