"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Pyralidae","Lamprophaia ablactalis","Bignoniaceae","Kigelia aethiopica","East Africa"
"Pyralidae","Lamprophaia ablactalis","Bignoniaceae","Kigelia pinnata","East Africa"
"Pyralidae","Lamprophaia ablactalis","Bignoniaceae","Tecoma","East Africa"
"Pyralidae","Lamprophaia ablactalis","Bignoniaceae","Tecoma brycei","East Africa"
"Pyralidae","Lamprophaia ablactalis","Bignoniaceae","Tecoma brycei","East Africa"
"Pyralidae","Lamprosema","Leguminosae (m)","Xylia xylocarpa","India"
"Pyralidae","Lamprosema asaphialis","Gramineae","Axonopus compressus","West Malaysia"
"Pyralidae","Lamprosema asaphialis","Gramineae","Cynodon dactylon","West Malaysia"
"Pyralidae","Lamprosema asaphialis","Gramineae","Digitaria didactyla","West Malaysia"
"Pyralidae","Lamprosema asaphialis","Gramineae","Digitaria longiflora","West Malaysia"
"Pyralidae","Lamprosema crocodora","Rubiaceae","Coffea","Afrotropical"
"Pyralidae","Lamprosema crocodora","Rubiaceae","Coffea","East Africa"
"Pyralidae","Lamprosema crocodora","Rubiaceae","Coffea","Ivory Coast"
"Pyralidae","Lamprosema crocodora","Rubiaceae","Coffea","West Africa"
"Pyralidae","Lamprosema crocodora","Rubiaceae","Coffea","Zaire"
"Pyralidae","Lamprosema distincta","Compositae","Mikania micrantha","Neotropical"
"Pyralidae","Lamprosema insolitalis","Meliaceae","Sandoricum indicum","Thailand"
"Pyralidae","Lamprosema insolitalis","Meliaceae","Sandoricum koetjape","Thailand"
"Pyralidae","Lamprosema lateritialis","Fungi","Beauveria bassiana","Ghana"
"Pyralidae","Lamprosema lateritialis","Leguminosae (p)","Pericopsis elata","Afrotropical"
"Pyralidae","Lamprosema lateritialis","Leguminosae (p)","Pericopsis elata","Ghana"
"Pyralidae","Lamprosema lateritialis","Leguminosae (p)","Pericopsis elata","Ghana"
"Pyralidae","Lamprosema magnalis","Compositae","Parthenium hysterophorus","Mexico"
"Pyralidae","Lamprosema niphealis","Leguminosae (p)","Cajanus cajan","Tanzania"
"Pyralidae","Lamprosema niphealis","Leguminosae (p)","Millettia","Ghana"
"Pyralidae","Lascelina calens","Celastraceae","Maytenus phyllanthoides","USA"
"Pyralidae","Lepidogma","Combretaceae","Terminalia paniculata","India"
"Pyralidae","Lepidogma ambifaria","Anacardiaceae","Anacardium occidentale","Andaman Islands"
"Pyralidae","Lepidogma obatralis","Tamaricaceae","Tamarix aphylla","Pakistan"
"Pyralidae","Lepidogma tamaricalis","Tamaricaceae","Tamarix","Italy"
