"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Yponomeutidae","Zelleria oleastrella","Oleaceae","Olea","Palaearctic"
"Yponomeutidae","Zelleria oleastrella","Oleaceae","Olea europaea","Italy"
"Yponomeutidae","Zelleria oleastrella","Oleaceae","Olea europaea","Palaearctic"
"Yponomeutidae","Zelleria parnassiae","Parnassiaceae","Parnassia fimbriata","Nearctic"
"Yponomeutidae","Zelleria perimeces","Myrtaceae","Eucalyptus","Australia"
"Yponomeutidae","Zelleria porphyraula","Oleaceae","Nestegis","New Zealand"
"Yponomeutidae","Zelleria rorida","Viscaceae","","New Zealand"
"Yponomeutidae","Zelleria silvicolella","Oleaceae","Syringa reticulata","Palaearctic"
"Yponomeutidae","Zelleria sphenota","Viscaceae","","New Zealand"
"Yponomeutidae","Zelleria wolffi","Celastraceae","Maytenus dryandri","Madeira/Canary Is"
"Yponomeutidae","Zelleria?","Rosaceae","Malus pumila","India"
"Zygaenidae","Acoloithus falsarius","Vitaceae","","Nearctic"
"Zygaenidae","Acoloithus falsarius","Vitaceae","","USA"
"Zygaenidae","Acoloithus falsarius","Vitaceae","Ampelopsis","Nearctic"
"Zygaenidae","Acoloithus falsarius","Vitaceae","Ampelopsis","USA"
"Zygaenidae","Acoloithus falsarius","Vitaceae","Vitis","Nearctic"
"Zygaenidae","Acoloithus falsarius","Vitaceae","Vitis","USA"
"Zygaenidae","Adscita geryon","Cistaceae","Helianthemum nummularium","British Isles"
"Zygaenidae","Adscita statices","Polygonaceae","Rumex","Finland"
"Zygaenidae","Adscita statices","Polygonaceae","Rumex acetosa","British Isles"
"Zygaenidae","Adscita statices","Polygonaceae","Rumex acetosa","Finland"
"Zygaenidae","Adscita statices","Polygonaceae","Rumex acetosella","Finland"
"Zygaenidae","Agalope hyalina","Rosaceae","Cotoneaster bacillaris","India"
"Zygaenidae","Agalope hyalina","Rosaceae","Malus pumila","India"
"Zygaenidae","Aglaope funeralis","Gramineae","","Old World"
"Zygaenidae","Aglaope funeralis","Gramineae","Arundinaria gramineus","Old World"
"Zygaenidae","Aglaope infausta","Cannabaceae","Cannabis sativa","Palaearctic"
"Zygaenidae","Aglaope infausta","Rosaceae","Crataegus laevigata","Palaearctic"
"Zygaenidae","Aglaope infausta","Rosaceae","Cydonia oblonga","Palaearctic"
"Zygaenidae","Aglaope infausta","Rosaceae","Malus pumila","Palaearctic"
