"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Pieridae","Colias eurytheme","Leguminosae (p)","Astragalus flexuosus","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Astragalus plattensis","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Astragalus racemosus","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Astragalus trichopodus","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Astragalus whitneyi","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Baptisia","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (c)","Cassia","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Coronilla","Nearctic"
"Pieridae","Colias eurytheme","Cucurbitaceae","Cucumis melo","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Glycine max","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Glycyrrhiza lepidota","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lathyrus jepsonii","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lathyrus lanszwertii","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lespedeza","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lotus crassifolius","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lotus crassifolius","USA"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lotus grandiflorus","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lotus scoparius","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lotus scoparius","USA"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lotus scoparius","USA"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lotus strigosus","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lotus unifoliatus","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lotus wrangelianus","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lupinus bicolor","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lupinus minimus","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lupinus perennis","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Lupinus succulentus","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Medicago","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Medicago lupulina","Nearctic"
"Pieridae","Colias eurytheme","Leguminosae (p)","Medicago polymorpha","Nearctic"
