"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Sphingidae","Marumba dyras","Malvaceae","Kydia calycina","India"
"Sphingidae","Marumba dyras","Sapindaceae","Sapindus trifoliatus","India"
"Sphingidae","Marumba dyras","Sapindaceae","Schleichera trijuga","India"
"Sphingidae","Marumba dyras","Sterculiaceae","Sterculia villosa","India"
"Sphingidae","Marumba dyras","Verbenaceae","Tectona grandis","Indo-Australian"
"Sphingidae","Marumba gaschkewitschii","Rosaceae","","Old World"
"Sphingidae","Marumba gaschkewitschii","Buxaceae","Buxus","Old World"
"Sphingidae","Marumba gaschkewitschii","Celastraceae","Euonymus","Old World"
"Sphingidae","Marumba gaschkewitschii","Rosaceae","Prunus","Old World"
"Sphingidae","Marumba gaschkewitschii","Rosaceae","Prunus persica","Hong Kong"
"Sphingidae","Marumba gaschkewitschii","Caprifoliaceae","Weigela","Old World"
"Sphingidae","Marumba indicus","Bombacaceae","Bombax","India"
"Sphingidae","Marumba indicus","Tiliaceae","Grewia","India"
"Sphingidae","Marumba indicus","Sterculiaceae","Helicteres","India"
"Sphingidae","Marumba indicus","Sterculiaceae","Sterculia","India"
"Sphingidae","Marumba quercus","Fagaceae","Quercus suber","Palaearctic"
"Sphingidae","Marumba sperchius","Fagaceae","Castanea crenata","Japan"
"Sphingidae","Marumba sperchius","Fagaceae","Castanopsis cuspidata","Japan"
"Sphingidae","Marumba sperchius","Fagaceae","Quercus acutissima","Japan"
"Sphingidae","Marumba sperchius","Fagaceae","Quercus cerris","Japan"
"Sphingidae","Marumba sperchius","Fagaceae","Quercus glauca","Japan"
"Sphingidae","Marumba sperchius","Fagaceae","Quercus griffithii","India"
"Sphingidae","Marumba sperchius","Fagaceae","Quercus incana","India"
"Sphingidae","Marumba sperchius","Fagaceae","Quercus myrsinifolia","Japan"
"Sphingidae","Marumba sperchius","Fagaceae","Quercus phillyraeoides","Japan"
"Sphingidae","Marumba sperchius","Fagaceae","Quercus salicina","Japan"
"Sphingidae","Marumba sperchius","Fagaceae","Quercus serrata","India"
"Sphingidae","Marumba sperchius","Fagaceae","Quercus serrata","Japan"
"Sphingidae","Marumba sperchius","Fagaceae","Quercus variabilis","Japan"
"Sphingidae","Meganoton analis","Verbenaceae","Gmelina arborea","West Malaysia"
