"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Lymantriidae","Calliteara salomonis","Combretaceae","Terminalia calamansanai","Solomon Islands"
"Lymantriidae","Calliteara strigata","Fagaceae","Quercus","Japan"
"Lymantriidae","Calliteara strigata","Fagaceae","Quercus incana","India"
"Lymantriidae","Calliteara taiwana","Fagaceae","Quercus acuta","Japan"
"Lymantriidae","Calliteara taiwana","Fagaceae","Quercus acutissima","Japan"
"Lymantriidae","Calliteara taiwana","Fagaceae","Quercus glauca","Japan"
"Lymantriidae","Calliteara thwaitesii","Theaceae","Camellia sinensis","India"
"Lymantriidae","Calliteara thwaitesii","Theaceae","Camellia sinensis","Sri Lanka"
"Lymantriidae","Calliteara thwaitesii","Theaceae","Camellia sinensis","Sri Lanka"
"Lymantriidae","Calliteara thwaitesii","Leguminosae (p)","Erythrina orientalis","Sri Lanka"
"Lymantriidae","Calliteara thwaitesii","Lecythidaceae","Planchonia careya","India"
"Lymantriidae","Calliteara thwaitesii","Dipterocarpaceae","Shorea assamica","India"
"Lymantriidae","Calliteara thwaitesii","Dipterocarpaceae","Shorea robusta","India"
"Lymantriidae","Calliteara varia","Labiatae","Leucosceptrum canum","India"
"Lymantriidae","Carriola ecnomoda","Bombacaceae","Durio zibethinus","West Malaysia"
"Lymantriidae","Casama hemippa","Leguminosae (m)","Acacia","East Africa"
"Lymantriidae","Casama innotata","Leguminosae (m)","Acacia karroo","Libya"
"Lymantriidae","Casama vilis","Leguminosae (m)","Acacia catechu","India"
"Lymantriidae","Casama vilis","Leguminosae (m)","Acacia catechu","India"
"Lymantriidae","Casama vilis","Leguminosae (m)","Prosopis","India"
"Lymantriidae","Casama vilis","Leguminosae (m)","Prosopis cineraria","India"
"Lymantriidae","Casama vilis","Leguminosae (m)","Prosopis cineraria","India"
"Lymantriidae","Chionophasma fimbriata","Leguminosae (p)","Dillwynia","Australia"
"Lymantriidae","Chionophasma fimbriata","Proteaceae","Macadamia","Australia"
"Lymantriidae","Chionophasma fimbriata","Lauraceae","Persea","Australia"
"Lymantriidae","Chionophasma lutea","Begoniaceae","Begonia","Australia"
"Lymantriidae","Chionophasma lutea","Boraginaceae","Myosotis","Australia"
"Lymantriidae","Chionophasma lutea","Rosaceae","Rosa","Australia"
"Lymantriidae","Choerotricha atrosquama","Gramineae","Bambusa","Old World"
"Lymantriidae","Choerotricha atrosquama","Leguminosae (c)","Caesalpinia","Old World"
