"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Hesperiidae","Telicota augias","Gramineae","Saccharum officinarum","India"
"Hesperiidae","Telicota augias","Gramineae","Saccharum officinarum","India"
"Hesperiidae","Telicota augias","Gramineae","Saccharum officinarum","India"
"Hesperiidae","Telicota augias","Gramineae","Saccharum officinarum","Indo-Australian"
"Hesperiidae","Telicota bambusae","Gramineae","","India"
"Hesperiidae","Telicota bambusae","Gramineae","","India"
"Hesperiidae","Telicota bambusae","Gramineae","Bambusa","India"
"Hesperiidae","Telicota bambusae","Palmae","Cocos nucifera","New Guinea"
"Hesperiidae","Telicota bambusae","Palmae","Cocos nucifera","New Guinea"
"Hesperiidae","Telicota bambusae","Gramineae","Oryza sativa","West Malaysia"
"Hesperiidae","Telicota bambusae","Gramineae","Saccharum","India"
"Hesperiidae","Telicota bambusae","Gramineae","Saccharum officinarum","West Malaysia"
"Hesperiidae","Telicota bambusae","Gramineae","Sorghum","Burma"
"Hesperiidae","Telicota bambusae","Gramineae","Zea mays","Burma"
"Hesperiidae","Telicota besta","Gramineae","Imperata cylindrica","West Malaysia"
"Hesperiidae","Telicota colon","Gramineae","Miscanthus sinensis","Hong Kong"
"Hesperiidae","Telicota colon","Gramineae","Pennisetum americanum","India"
"Hesperiidae","Telicota colon","Gramineae","Setaria palmifolia","Hong Kong"
"Hesperiidae","Telicota colon","Gramineae","Zizania latifolia","Taiwan"
"Hesperiidae","Telicota hilda","Gramineae","Schizostachyum grande","West Malaysia"
"Hesperiidae","Telicota horisha","Gramineae","Bambusa multiplex","Hong Kong"
"Hesperiidae","Telicota horisha","Gramineae","Phyllostachys makinoi","Taiwan"
"Hesperiidae","Telicota ohara","Gramineae","Cynodon dactylon","Taiwan"
"Hesperiidae","Telicota ohara","Gramineae","Oryza sativa","India"
"Hesperiidae","Telicota ohara","Gramineae","Phyllostachys makinoi","Taiwan"
"Hesperiidae","Telicota ohara","Gramineae","Setaria palmifolia","Hong Kong"
"Hesperiidae","Telicota ohara","Gramineae","Setaria palmifolia","Taiwan"
"Hesperiidae","Telicota ohara","Gramineae","Setaria palmifolia","West Malaysia"
"Hesperiidae","Telicota spp.","Gramineae","","India"
"Hesperiidae","Telicota subha?","Gramineae","Saccharum officinarum","New Guinea"
