"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Tortricidae","Choristoneura longicellana","Rosaceae","Rosa","Palaearctic"
"Tortricidae","Choristoneura maritima","Pinaceae","Pinus rigida","Nearctic"
"Tortricidae","Choristoneura maritima","Pinaceae","Pinus virginiana","Nearctic"
"Tortricidae","Choristoneura metasequoiacola","Taxodiaceae","Metasequoia glyptostroboides","China"
"Tortricidae","Choristoneura murinana","Pinaceae","Abies alba","Holarctic"
"Tortricidae","Choristoneura murinana","Pinaceae","Abies alba","Palaearctic"
"Tortricidae","Choristoneura murinana","Pinaceae","Abies balsamea","Holarctic"
"Tortricidae","Choristoneura murinana","Pinaceae","Abies nordmanniana","Holarctic"
"Tortricidae","Choristoneura murinana","Pinaceae","Pseudotsuga menziesii","Holarctic"
"Tortricidae","Choristoneura nr. rosaceana","Ericaceae","Arctostaphylos patula","USA"
"Tortricidae","Choristoneura obsoletana","Polyphagous","","Nearctic"
"Tortricidae","Choristoneura obsoletana","Polyphagous","","Nearctic"
"Tortricidae","Choristoneura obsoletana","Umbelliferae","Apium graveolens","Nearctic"
"Tortricidae","Choristoneura obsoletana","Umbelliferae","Apium graveolens","USA"
"Tortricidae","Choristoneura obsoletana","Annonaceae","Asimina","Nearctic"
"Tortricidae","Choristoneura obsoletana","Annonaceae","Asimina triloba","Nearctic"
"Tortricidae","Choristoneura obsoletana","Betulaceae","Betula papyrifera","Canada"
"Tortricidae","Choristoneura obsoletana","Leguminosae (c)","Cassia","Nearctic"
"Tortricidae","Choristoneura obsoletana","Ericaceae","Chamaedaphne calyculata","Nearctic"
"Tortricidae","Choristoneura obsoletana","Rubiaceae","Chiococca alba","USA"
"Tortricidae","Choristoneura obsoletana","Rosaceae","Fragaria","Nearctic"
"Tortricidae","Choristoneura obsoletana","Ericaceae","Gaylussacia","Nearctic"
"Tortricidae","Choristoneura obsoletana","Leguminosae (p)","Lespedeza cuneata","Nearctic"
"Tortricidae","Choristoneura obsoletana","Rosaceae","Photinia melanocarpa","Nearctic"
"Tortricidae","Choristoneura obsoletana","Rosaceae","Rubus","Nearctic"
"Tortricidae","Choristoneura obsoletana","Typhaceae","Typha","Nearctic"
"Tortricidae","Choristoneura occidentalis","Pinaceae","","Nearctic"
"Tortricidae","Choristoneura occidentalis","Polyphagous","","Nearctic"
"Tortricidae","Choristoneura occidentalis","Pinaceae","Abies","USA"
"Tortricidae","Choristoneura occidentalis","Pinaceae","Abies amabilis","Nearctic"
