"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Nymphalidae","Polygonia faunus","Ericaceae","Rhododendron occidentale","Nearctic"
"Nymphalidae","Polygonia faunus","Ericaceae","Rhododendron occidentale","USA"
"Nymphalidae","Polygonia faunus","Ericaceae","Rhododendron occidentale","USA"
"Nymphalidae","Polygonia faunus","Grossulariaceae","Ribes","Nearctic"
"Nymphalidae","Polygonia faunus","Grossulariaceae","Ribes","Nearctic"
"Nymphalidae","Polygonia faunus","Grossulariaceae","Ribes inerme","Nearctic"
"Nymphalidae","Polygonia faunus","Salicaceae","Salix","Nearctic"
"Nymphalidae","Polygonia faunus","Salicaceae","Salix","Nearctic"
"Nymphalidae","Polygonia faunus","Salicaceae","Salix","USA"
"Nymphalidae","Polygonia faunus","Salicaceae","Salix","USA"
"Nymphalidae","Polygonia faunus","Salicaceae","Salix","USA"
"Nymphalidae","Polygonia faunus","Salicaceae","Salix humilis","Nearctic"
"Nymphalidae","Polygonia faunus","Ulmaceae","Ulmus americana","Nearctic"
"Nymphalidae","Polygonia faunus","Urticaceae","Urtica","Nearctic"
"Nymphalidae","Polygonia faunus","Urticaceae","Urtica","USA"
"Nymphalidae","Polygonia faunus","Ericaceae","Vaccinium","USA"
"Nymphalidae","Polygonia gracilis","Compositae","Ambrosia trifida","Nearctic"
"Nymphalidae","Polygonia gracilis","Cannabaceae","Humulus lupulus","Nearctic"
"Nymphalidae","Polygonia gracilis","Grossulariaceae","Ribes","Nearctic"
"Nymphalidae","Polygonia gracilis","Grossulariaceae","Ribes cereum","USA"
"Nymphalidae","Polygonia gracilis","Grossulariaceae","Ribes glandulosum","USA"
"Nymphalidae","Polygonia gracilis","Grossulariaceae","Ribes triste","USA"
"Nymphalidae","Polygonia gracilis","Rosaceae","Rosa","Nearctic"
"Nymphalidae","Polygonia gracilis","Ulmaceae","Ulmus","Nearctic"
"Nymphalidae","Polygonia interrogationis","Urticaceae","","Nearctic"
"Nymphalidae","Polygonia interrogationis","Bignoniaceae","Bignonia capreolata","New World"
"Nymphalidae","Polygonia interrogationis","Urticaceae","Boehmeria","Nearctic"
"Nymphalidae","Polygonia interrogationis","Urticaceae","Boehmeria cylindrica","New World"
"Nymphalidae","Polygonia interrogationis","Ulmaceae","Celtis","Nearctic"
"Nymphalidae","Polygonia interrogationis","Ulmaceae","Celtis laevigata","New World"
