"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Papilionidae","Papilio brevicauda","Umbelliferae","Angelica lucida","Canada"
"Papilionidae","Papilio brevicauda","Umbelliferae","Apium graveolens","Canada"
"Papilionidae","Papilio brevicauda","Umbelliferae","Conioselinum chinense","Canada"
"Papilionidae","Papilio brevicauda","Umbelliferae","Daucus carota","Canada"
"Papilionidae","Papilio brevicauda","Rutaceae","Dictamnus albus","Canada"
"Papilionidae","Papilio brevicauda","Umbelliferae","Heracleum maximum","Canada"
"Papilionidae","Papilio brevicauda","Umbelliferae","Heracleum maximum","Nearctic"
"Papilionidae","Papilio brevicauda","Umbelliferae","Heracleum maximum","Nearctic"
"Papilionidae","Papilio brevicauda","Umbelliferae","Heracleum maximum","Nearctic"
"Papilionidae","Papilio brevicauda","Umbelliferae","Ligusticum scoticum","Canada"
"Papilionidae","Papilio brevicauda","Umbelliferae","Ligusticum scoticum","Nearctic"
"Papilionidae","Papilio brevicauda","Compositae","Matricaria recutita","Canada"
"Papilionidae","Papilio brevicauda","Umbelliferae","Pastinaca sativa","Canada"
"Papilionidae","Papilio brevicauda","Umbelliferae","Petroselinum crispum","Canada"
"Papilionidae","Papilio bromius","Rutaceae","Calodendrum capense","East Africa"
"Papilionidae","Papilio bromius","Rutaceae","Citrus","Afrotropical"
"Papilionidae","Papilio bromius","Rutaceae","Teclea","East Africa"
"Papilionidae","Papilio bromius","Rutaceae","Toddalia asiatica","East Africa"
"Papilionidae","Papilio bromius","Rutaceae","Vepris","Afrotropical"
"Papilionidae","Papilio buddha","Rutaceae","Zanthoxylum rhetsa","India"
"Papilionidae","Papilio canopus","Rutaceae","Citrus","Vanuatu"
"Papilionidae","Papilio castor","Rutaceae","Glycosmis parviflora","Taiwan"
"Papilionidae","Papilio castor","Rutaceae","Glycosmis pentaphylla","Oriental"
"Papilionidae","Papilio castor","Magnoliaceae","Michelia compressa","Taiwan"
"Papilionidae","Papilio castor","Rutaceae","Murraya crenulata","Taiwan"
"Papilionidae","Papilio castor","Rutaceae","Murraya paniculata","Taiwan"
"Papilionidae","Papilio castor","Rutaceae","Toddalia asiatica","Taiwan"
"Papilionidae","Papilio chrapkowskii","Rutaceae","Calodendrum","Afrotropical"
"Papilionidae","Papilio chrapkowskii","Rutaceae","Citrus","Afrotropical"
"Papilionidae","Papilio chrapkowskii","Rutaceae","Clausena","Afrotropical"
