"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Nymphalidae","Charaxes bipunctatus","Celastraceae","Hippocratea andongensis ?","Afrotropical"
"Nymphalidae","Charaxes blanda","Leguminosae (c)","Brachystegia","Afrotropical"
"Nymphalidae","Charaxes blanda","Leguminosae (c)","Brachystegia edulis","East Africa"
"Nymphalidae","Charaxes blanda","Leguminosae (c)","Brachystegia spiciformis","East Africa"
"Nymphalidae","Charaxes blanda","Leguminosae (p)","Dalbergia","Afrotropical"
"Nymphalidae","Charaxes bohemani","Leguminosae (c)","Afzelia","Afrotropical"
"Nymphalidae","Charaxes bohemani","Leguminosae (c)","Afzelia","East Africa"
"Nymphalidae","Charaxes bohemani","Leguminosae (c)","Afzelia quanzensis","East Africa"
"Nymphalidae","Charaxes bohemani","Leguminosae (p)","Baphia","Afrotropical"
"Nymphalidae","Charaxes bohemani","Leguminosae (p)","Baphia","East Africa"
"Nymphalidae","Charaxes bohemani","Leguminosae (c)","Berlinia","Afrotropical"
"Nymphalidae","Charaxes bohemani","Leguminosae (c)","Brachystegia","Afrotropical"
"Nymphalidae","Charaxes bohemani","Leguminosae (c)","Brachystegia","East Africa"
"Nymphalidae","Charaxes bohemani","Leguminosae (c)","Brachystegia spiciformis","Afrotropical"
"Nymphalidae","Charaxes bohemani","Leguminosae (p)","Dalbergia","Afrotropical"
"Nymphalidae","Charaxes bohemani","Leguminosae (c)","Isoberlinia","Afrotropical"
"Nymphalidae","Charaxes bohemani","Leguminosae (c)","Julbernardia","Afrotropical"
"Nymphalidae","Charaxes bohemani","Leguminosae (c)","Julbernardia globiflora","Southern Africa"
"Nymphalidae","Charaxes bohemani","Leguminosae (p)","Lonchocarpus","Afrotropical"
"Nymphalidae","Charaxes bohemani","Leguminosae (p)","Lonchocarpus capassa","Southern Africa"
"Nymphalidae","Charaxes bohemani","Gramineae","Sorghum","Afrotropical"
"Nymphalidae","Charaxes bohemani","Gramineae","Sorghum","East Africa"
"Nymphalidae","Charaxes bohemani","Gramineae","Sorghum","Southern Africa"
"Nymphalidae","Charaxes bohemani","Leguminosae (p)","Xeroderris","Afrotropical"
"Nymphalidae","Charaxes bohemani","Leguminosae (p)","Xeroderris stuhlmanni","Southern Africa"
"Nymphalidae","Charaxes boueti","Leguminosae (c)","Afzelia","Afrotropical"
"Nymphalidae","Charaxes boueti","Leguminosae (c)","Afzelia quanzensis","Southern Africa"
"Nymphalidae","Charaxes boueti","Gramineae","Arundinaria","Afrotropical"
"Nymphalidae","Charaxes boueti","Gramineae","Bambusa","Afrotropical"
"Nymphalidae","Charaxes boueti","Gramineae","Bambusa vulgaris","Cameroun"
