"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica","Cosmopolitan"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica","Fiji"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica","India"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica","Mauritius"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica","Oriental"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica","Sabah"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica","South-East Asia"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica","Spain"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica","Sri Lanka"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica","West Malaysia"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica alboglabra","Hong Kong"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica alboglabra","West Malaysia"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica caulorapa","Sri Lanka"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica chinensis","Hong Kong"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica chinensis","West Malaysia"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica juncea","Brazil"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica juncea","Cosmopolitan"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica juncea","Hong Kong"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica juncea","India"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica juncea","Sabah"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica juncea","Sri Lanka"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica juncea","West Malaysia"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica napus","Cuba"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica nigra","India"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica nigra","Sri Lanka"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica oleracea","Brazil"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica oleracea","Burma"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica oleracea","Cosmopolitan"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica oleracea","Cosmopolitan"
"Yponomeutidae","Plutella xylostella","Cruciferae","Brassica oleracea","Cosmopolitan"
