"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Pieridae","Nathalis","Compositae","Tagetes","Nearctic"
"Pieridae","Nathalis iole","Compositae","Bidens pilosa","New World"
"Pieridae","Nathalis iole","Compositae","Bidens pilosa","USA"
"Pieridae","Nathalis iole","Compositae","Cosmos","New World"
"Pieridae","Nathalis iole","Compositae","Dyssodia","Nearctic"
"Pieridae","Nathalis iole","Compositae","Dyssodia papposa","New World"
"Pieridae","Nathalis iole","Geraniaceae","Erodium","Nearctic"
"Pieridae","Nathalis iole","Geraniaceae","Erodium","USA"
"Pieridae","Nathalis iole","Geraniaceae","Erodium cicutarium","New World"
"Pieridae","Nathalis iole","Rubiaceae","Galium","Nearctic"
"Pieridae","Nathalis iole","Rubiaceae","Galium","New World"
"Pieridae","Nathalis iole","Compositae","Helenium autumnale","New World"
"Pieridae","Nathalis iole","Compositae","Helenium bigelovii","New World"
"Pieridae","Nathalis iole","Molluginaceae","Mollugo verticillata","New World"
"Pieridae","Nathalis iole","Compositae","Palafoxia linearis","New World"
"Pieridae","Nathalis iole","Caryophyllaceae","Stellaria","Nearctic"
"Pieridae","Nathalis iole","Caryophyllaceae","Stellaria","USA"
"Pieridae","Nathalis iole","Caryophyllaceae","Stellaria media","New World"
"Pieridae","Nathalis iole","Compositae","Tagetes","Nearctic"
"Pieridae","Nathalis iole","Compositae","Tagetes","New World"
"Pieridae","Nathalis iole","Compositae","Tagetes","USA"
"Pieridae","Nathalis iole","Compositae","Tagetes","USA"
"Pieridae","Nathalis iole","Compositae","Thelesperma filifolium","New World"
"Pieridae","Nathalis iole","Compositae","Thelesperma megapotamicum","New World"
"Pieridae","Neophasia","Pinaceae","Pinus","Nearctic"
"Pieridae","Neophasia menapia","Pinaceae","","New World"
"Pieridae","Neophasia menapia","Pinaceae","Abies balsamea","Nearctic"
"Pieridae","Neophasia menapia","Pinaceae","Abies grandis","Nearctic"
"Pieridae","Neophasia menapia","Pinaceae","Picea sitchensis","Nearctic"
"Pieridae","Neophasia menapia","Pinaceae","Pinus","Nearctic"
