"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Arctiidae","Spilosoma jacksoni","Solanaceae","Solanum","Afrotropical"
"Arctiidae","Spilosoma jacksoni","Solanaceae","Solanum","East Africa"
"Arctiidae","Spilosoma jacksoni","Solanaceae","Solanum incanum","East Africa"
"Arctiidae","Spilosoma jacksoni","Compositae","Zinnia","Afrotropical"
"Arctiidae","Spilosoma jacksoni","Compositae","Zinnia","East Africa"
"Arctiidae","Spilosoma latipennis","Araceae","Arisaema triphyllum","Nearctic"
"Arctiidae","Spilosoma latipennis","Oleaceae","Fraxinus","Nearctic"
"Arctiidae","Spilosoma latipennis","Balsaminaceae","Impatiens","Nearctic"
"Arctiidae","Spilosoma latipennis","Plantaginaceae","Plantago","Nearctic"
"Arctiidae","Spilosoma latipennis","Plantaginaceae","Plantago major","Nearctic"
"Arctiidae","Spilosoma latipennis","Rosaceae","Prunus serotina","Nearctic"
"Arctiidae","Spilosoma latipennis","Compositae","Taraxacum","Nearctic"
"Arctiidae","Spilosoma lentifasciata","Leguminosae (p)","Arachis hypogaea","Malawi"
"Arctiidae","Spilosoma lineata","Compositae","","East Africa"
"Arctiidae","Spilosoma lineata","Orchidaceae","Angraecum","East Africa"
"Arctiidae","Spilosoma lineata","Compositae","Aster","Afrotropical"
"Arctiidae","Spilosoma lineata","Compositae","Aster","East Africa"
"Arctiidae","Spilosoma lineata","Nyctaginaceae","Boerhavia","Afrotropical"
"Arctiidae","Spilosoma lineata","Nyctaginaceae","Boerhavia","East Africa"
"Arctiidae","Spilosoma lineata","Compositae","Cosmos","Afrotropical"
"Arctiidae","Spilosoma lineata","Compositae","Cosmos","East Africa"
"Arctiidae","Spilosoma lineata","Colchicaceae","Gloriosa","Afrotropical"
"Arctiidae","Spilosoma lineata","Colchicaceae","Gloriosa","East Africa"
"Arctiidae","Spilosoma lineata","Amaryllidaceae","Hippeastrum","Afrotropical"
"Arctiidae","Spilosoma lineata","Amaryllidaceae","Hippeastrum","East Africa"
"Arctiidae","Spilosoma lineata","Moraceae","Morus","Afrotropical"
"Arctiidae","Spilosoma lineata","Moraceae","Morus","East Africa"
"Arctiidae","Spilosoma lineata","Passifloraceae","Passiflora","East Africa"
"Arctiidae","Spilosoma lineata","Passifloraceae","Passiflora edulis","Afrotropical"
"Arctiidae","Spilosoma lineata","Passifloraceae","Passiflora edulis","Southern Africa"
