"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Tortricidae","Epinotia rubiginosana","Pinaceae","Pinus strobus","Japan"
"Tortricidae","Epinotia rubiginosana","Pinaceae","Pinus sylvestris","British Isles"
"Tortricidae","Epinotia rubiginosana","Pinaceae","Pinus sylvestris","Palaearctic"
"Tortricidae","Epinotia rubricana","Betulaceae","Alnus japonica","Japan"
"Tortricidae","Epinotia ruidosana","Geraniaceae","Geranium","Nearctic"
"Tortricidae","Epinotia ruidosana","Saxifragaceae","Heuchera wootonii","Nearctic"
"Tortricidae","Epinotia ruidosana","Saxifragaceae","Heuchera wootonii","Nearctic"
"Tortricidae","Epinotia sagittana","Grossulariaceae","Ribes californicum","USA"
"Tortricidae","Epinotia sagittana","Grossulariaceae","Ribes californicum","USA"
"Tortricidae","Epinotia sagittana","Grossulariaceae","Ribes malvaceum","USA"
"Tortricidae","Epinotia semifuscana","Salicaceae","Salix caprea","Palaearctic"
"Tortricidae","Epinotia seorsa","Salicaceae","Salix","Canada"
"Tortricidae","Epinotia septemberana","Pinaceae","Picea mariana","Canada"
"Tortricidae","Epinotia septemberana","Rosaceae","Pyrus","Nearctic"
"Tortricidae","Epinotia septemberana","Ericaceae","Rhododendron","Nearctic"
"Tortricidae","Epinotia septemberana","Ericaceae","Rhododendron canadense","Canada"
"Tortricidae","Epinotia septemberana","Ericaceae","Rhododendron canadense","Nearctic"
"Tortricidae","Epinotia septemberana","Ericaceae","Rhododendron groenlandicum","Nearctic"
"Tortricidae","Epinotia signatana","Rosaceae","Crataegus","British Isles"
"Tortricidae","Epinotia signatana","Rosaceae","Malus sylvestris","British Isles"
"Tortricidae","Epinotia signatana","Rosaceae","Prunus","British Isles"
"Tortricidae","Epinotia signatana","Rosaceae","Prunus padus","Palaearctic"
"Tortricidae","Epinotia signiferana","Rhamnaceae","Ceanothus","Nearctic"
"Tortricidae","Epinotia solandriana","Polyphagous","","Nearctic"
"Tortricidae","Epinotia solandriana","Betulaceae","Alnus","Holarctic"
"Tortricidae","Epinotia solandriana","Betulaceae","Alnus","Nearctic"
"Tortricidae","Epinotia solandriana","Betulaceae","Alnus incana","Canada"
"Tortricidae","Epinotia solandriana","Betulaceae","Alnus incana","Canada"
"Tortricidae","Epinotia solandriana","Betulaceae","Alnus rubra","Canada"
"Tortricidae","Epinotia solandriana","Betulaceae","Alnus rubra","Nearctic"
