"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Nymphalidae","Phyciodes pratensis","Compositae","Aster ericoides","USA"
"Nymphalidae","Phyciodes pratensis","Compositae","Aster foliaceus","Nearctic"
"Nymphalidae","Phyciodes pratensis","Compositae","Aster foliaceus","Nearctic"
"Nymphalidae","Phyciodes pratensis","Compositae","Aster greatae","Nearctic"
"Nymphalidae","Phyciodes pratensis","Compositae","Aster integrifolius","Nearctic"
"Nymphalidae","Phyciodes pratensis","Compositae","Aster integrifolius","USA"
"Nymphalidae","Phyciodes pratensis","Compositae","Aster integrifolius","USA"
"Nymphalidae","Phyciodes pratensis","Compositae","Aster lanceolatus","Nearctic"
"Nymphalidae","Phyciodes pratensis","Compositae","Aster lanceolatus","USA"
"Nymphalidae","Phyciodes pratensis","Compositae","Aster lanceolatus","USA"
"Nymphalidae","Phyciodes pratensis","Compositae","Aster occidentalis","Nearctic"
"Nymphalidae","Phyciodes pratensis","Compositae","Aster occidentalis","USA"
"Nymphalidae","Phyciodes pratensis","Compositae","Machaeranthera bigelovii","Nearctic"
"Nymphalidae","Phyciodes pratensis","Compositae","Solidago californica","USA"
"Nymphalidae","Phyciodes sp.","Acanthaceae","Justicia carnea","Neotropical"
"Nymphalidae","Phyciodes tharos","Compositae","","Nearctic"
"Nymphalidae","Phyciodes tharos","Compositae","Aster","Nearctic"
"Nymphalidae","Phyciodes tharos","Compositae","Aster","USA"
"Nymphalidae","Phyciodes tharos","Compositae","Aster acuminatus","USA"
"Nymphalidae","Phyciodes tharos","Compositae","Aster ciliolatus","Canada"
"Nymphalidae","Phyciodes tharos","Compositae","Aster drummondii","Nearctic"
"Nymphalidae","Phyciodes tharos","Compositae","Aster drummondii","USA"
"Nymphalidae","Phyciodes tharos","Compositae","Aster dumosus","USA"
"Nymphalidae","Phyciodes tharos","Compositae","Aster ericoides","Nearctic"
"Nymphalidae","Phyciodes tharos","Compositae","Aster ericoides","USA"
"Nymphalidae","Phyciodes tharos","Compositae","Aster laevis","USA"
"Nymphalidae","Phyciodes tharos","Compositae","Aster lanceolatus","USA"
"Nymphalidae","Phyciodes tharos","Compositae","Aster lateriflorus","USA"
"Nymphalidae","Phyciodes tharos","Compositae","Aster novae-angliae","Nearctic"
"Nymphalidae","Phyciodes tharos","Compositae","Aster novae-angliae","USA"
