"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Tortricidae","Cydia molesta","Rosaceae","Prunus","Cosmopolitan"
"Tortricidae","Cydia molesta","Rosaceae","Prunus","Cosmopolitan"
"Tortricidae","Cydia molesta","Rosaceae","Prunus","Nearctic"
"Tortricidae","Cydia molesta","Rosaceae","Prunus","Oriental"
"Tortricidae","Cydia molesta","Rosaceae","Prunus armeniaca","Brazil"
"Tortricidae","Cydia molesta","Rosaceae","Prunus armeniaca","Cosmopolitan"
"Tortricidae","Cydia molesta","Rosaceae","Prunus armeniaca","Nearctic"
"Tortricidae","Cydia molesta","Rosaceae","Prunus avium","Korea"
"Tortricidae","Cydia molesta","Rosaceae","Prunus domestica","Brazil"
"Tortricidae","Cydia molesta","Rosaceae","Prunus domestica","Nearctic"
"Tortricidae","Cydia molesta","Rosaceae","Prunus dulcis","Cosmopolitan"
"Tortricidae","Cydia molesta","Rosaceae","Prunus dulcis","Nearctic"
"Tortricidae","Cydia molesta","Rosaceae","Prunus ilicifolia","Nearctic"
"Tortricidae","Cydia molesta","Rosaceae","Prunus mume","Cosmopolitan"
"Tortricidae","Cydia molesta","Rosaceae","Prunus mume","Hong Kong"
"Tortricidae","Cydia molesta","Rosaceae","Prunus mume","Korea"
"Tortricidae","Cydia molesta","Rosaceae","Prunus persica","Brazil"
"Tortricidae","Cydia molesta","Rosaceae","Prunus persica","Cosmopolitan"
"Tortricidae","Cydia molesta","Rosaceae","Prunus persica","Cosmopolitan"
"Tortricidae","Cydia molesta","Rosaceae","Prunus persica","Hong Kong"
"Tortricidae","Cydia molesta","Rosaceae","Prunus persica","Korea"
"Tortricidae","Cydia molesta","Rosaceae","Prunus persica","Mauritius"
"Tortricidae","Cydia molesta","Rosaceae","Prunus persica","Nearctic"
"Tortricidae","Cydia molesta","Rosaceae","Prunus persica","Nearctic"
"Tortricidae","Cydia molesta","Rosaceae","Prunus persica","Oriental"
"Tortricidae","Cydia molesta","Rosaceae","Prunus salicina","Korea"
"Tortricidae","Cydia molesta","Rosaceae","Prunus serrulata","Korea"
"Tortricidae","Cydia molesta","Rosaceae","Prunus vulgaris","Korea"
"Tortricidae","Cydia molesta","Rosaceae","Pyracantha","Nearctic"
"Tortricidae","Cydia molesta","Rosaceae","Pyrus","British Isles"
