"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Saturniidae","Citheronia splendens","Pinaceae","Pinus radiata","Nearctic"
"Saturniidae","Citheronia splendens","Pinaceae","Pinus radiata","USA"
"Saturniidae","Citheronia splendens","Anacardiaceae","Pistacia lentiscus","Nearctic"
"Saturniidae","Citheronia splendens","Anacardiaceae","Pistacia lentiscus","Nearctic"
"Saturniidae","Citheronia splendens","Anacardiaceae","Rhus","Neotropical"
"Saturniidae","Citheronia splendens","Anacardiaceae","Rhus choriophylla","USA"
"Saturniidae","Citheronia splendens","Anacardiaceae","Rhus hirta","Nearctic"
"Saturniidae","Citheronia splendens","Anacardiaceae","Rhus trilobata","Nearctic"
"Saturniidae","Citheronia splendens","Anacardiaceae","Rhus typhina","Nearctic"
"Saturniidae","Citheronia splendens","Anacardiaceae","Rhus virens","USA"
"Saturniidae","Citheronia splendens","Anacardiaceae","Schinus molle","Nearctic"
"Saturniidae","Citheronia splendens","Anacardiaceae","Schinus molle","Nearctic"
"Saturniidae","Citheronia splendens","Anacardiaceae","Schinus molle","Neotropical"
"Saturniidae","Citheronia splendens","Anacardiaceae","Schinus polygamus","Brazil"
"Saturniidae","Citheronia splendens","Anacardiaceae","Schinus polygamus","Neotropical"
"Saturniidae","Citheronia splendens","Anacardiaceae","Schinus terebinthifolius","Nearctic"
"Saturniidae","Citheronia splendens","Anacardiaceae","Schinus terebinthifolius","USA"
"Saturniidae","Citheronia vogleri","Myrtaceae","Eucalyptus","Brazil"
"Saturniidae","Citheronia vogleri","Myrtaceae","Eucalyptus","Neotropical"
"Saturniidae","Citheronia vogleri","Loranthaceae","Ligaria cuneifolia","Neotropical"
"Saturniidae","Citheronia vogleri","Anacardiaceae","Lithraea brasiliensis","Brazil"
"Saturniidae","Citheronia vogleri","Anacardiaceae","Lithraea brasiliensis","Neotropical"
"Saturniidae","Citheronia vogleri","Anacardiaceae","Lithraea molleoides","Neotropical"
"Saturniidae","Citheronia vogleri","Anacardiaceae","Schinus polygamus","Neotropical"
"Saturniidae","Citheronia vogleri","Loranthaceae","Tripodanthus acutifolius","Brazil"
"Saturniidae","Citheronia vogleri","Loranthaceae","Tripodanthus acutifolius","Neotropical"
"Saturniidae","Citheronula armata","Anacardiaceae","Anacardium occidentale","Brazil"
"Saturniidae","Citioica anthonilis","Leguminosae (p)","Robinia pseudoacacia","Neotropical"
"Saturniidae","Citioica anthonilis","Salicaceae","Salix caprea","Neotropical"
"Saturniidae","Coloradia doris","Pinaceae","Pinus","USA"
