"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Oecophoridae","Xylorycta luteotactella","Proteaceae","Macadamia","Australia"
"Oecophoridae","Xylorycta luteotactella","Proteaceae","Macadamia ternifolia?","Australia"
"Oecophoridae","Xylorycta luteotactella","Proteaceae","Oreocallis","Australia"
"Oecophoridae","Xylorycta luteotactella","Proteaceae","Persoonia","Australia"
"Oecophoridae","Xylorycta luteotactella","Proteaceae","Persoonia","Australia"
"Oecophoridae","Xylorycta luteotactella","Proteaceae","Telopea","Australia"
"Oecophoridae","Xylorycta luteotactella","Proteaceae","Telopea speciosissima","Australia"
"Oecophoridae","Xylorycta melaleucae","Myrtaceae","Melaleuca genistifolia","Australia"
"Oecophoridae","Xylorycta molybdina","Myrtaceae","Melaleuca leucadendra","Australia"
"Oecophoridae","Xylorycta ophiogramma","Proteaceae","Hakea lorea","Australia"
"Oecophoridae","Xylorycta phloeochroa","Myrtaceae","Melaleuca leucadendra","Australia"
"Oecophoridae","Xylorycta poliochyta","Myrtaceae","Melaleuca viridiflora","Australia"
"Oecophoridae","Xylorycta rhizophaga","Proteaceae","Persoonia falcata","Australia"
"Oecophoridae","Xylorycta sp.","Myrtaceae","Melaleuca viridiflora","Australia"
"Oecophoridae","Xylorycta strigata","Proteaceae","Banksia","Australasia"
"Oecophoridae","Xylorycta strigata","Proteaceae","Banksia","Australia"
"Oecophoridae","Xylorycta strigata","Proteaceae","Lambertia","Australasia"
"Oecophoridae","Xylorycta strigata","Proteaceae","Lambertia","Australia"
"Oecophoridae","Xylorycta tuberculata","Rutaceae","Crowea saligna","Australia"
"Oecophoridae","Xyloryctinae sp. A","Myrtaceae","Melaleuca viridiflora","Australia"
"Oecophoridae","Zaphanaula xenophila","Leguminosae (m)","Acacia aulacocarpa","Australia"
"Oecophoridae","Zonopetala clerota","Myrtaceae","Eucalyptus","Australia"
"Oecophoridae","Zonopetala erythrosema","Myrtaceae","Eucalyptus","Australia"
"Oenosandridae","Discophlebia catocalina","Myrtaceae","Eucalyptus","Australia"
"Oenosandridae","Oenosandra boisduvalii","Myrtaceae","Eucalyptus","Australia"
"Opostegidae","Notiopostega atrata","Fagaceae","Nothofagus dombeyi","Chile"
"Opostegidae","Opostega","Ranunculaceae","","Nearctic"
"Opostegidae","Opostega","Guttiferae","Calophyllum inophyllum","Solomon Islands"
"Opostegidae","Opostega","Moraceae","Ficus carica","Iran"
"Opostegidae","Opostega","Salicaceae","Populus deltoides","India"
