"Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Country"
"Tortricidae","Epichoristodes acerbella","Caryophyllaceae","Dianthus","Europe"
"Tortricidae","Epichoristodes acerbella","Caryophyllaceae","Dianthus caryophyllus","Old World"
"Tortricidae","Epichoristodes acerbella","Caryophyllaceae","Dianthus caryophyllus","Southern Africa"
"Tortricidae","Epichoristodes acerbella","Caryophyllaceae","Dianthus caryophyllus","Spain"
"Tortricidae","Epichoristodes acerbella","Myrtaceae","Eucalyptus saligna","Uganda"
"Tortricidae","Epichoristodes acerbella","Iridaceae","Gladiolus","Old World"
"Tortricidae","Epichoristodes acerbella","Hyacinthaceae","Ornithogalum","Old World"
"Tortricidae","Epichoristodes acerbella","Hyacinthaceae","Ornithogalum thyrsoides","Europe"
"Tortricidae","Epichoristodes acerbella","Pinaceae","Pinus elliottii","East Africa"
"Tortricidae","Epichoristodes acerbella","Pinaceae","Pinus elliottii","Kenya"
"Tortricidae","Epichoristodes acerbella","Pinaceae","Pinus radiata","East Africa"
"Tortricidae","Epichoristodes acerbella","Pinaceae","Pinus radiata","Kenya"
"Tortricidae","Epinotia","Compositae","Parthenium hysterophorus","Mexico"
"Tortricidae","Epinotia abbreviana","Aceraceae","Acer campestre","British Isles"
"Tortricidae","Epinotia abbreviana","Ulmaceae","Ulmus","British Isles"
"Tortricidae","Epinotia aciculana","Pinaceae","Abies sachalinensis","Japan"
"Tortricidae","Epinotia albangulana","Betulaceae","Alnus","Nearctic"
"Tortricidae","Epinotia albangulana","Betulaceae","Alnus rubra","Canada"
"Tortricidae","Epinotia albimaculata","Fagaceae","Quercus cerris","Palaearctic"
"Tortricidae","Epinotia albimaculata","Fagaceae","Quercus mongolica","Palaearctic"
"Tortricidae","Epinotia aporema","Leguminosae (p)","Glycine max","New World"
"Tortricidae","Epinotia aporema","Leguminosae (p)","Medicago sativa","New World"
"Tortricidae","Epinotia aporema","Leguminosae (p)","Phaseolus vulgaris","New World"
"Tortricidae","Epinotia aporema","Leguminosae (p)","Vigna unguiculata","New World"
"Tortricidae","Epinotia arctostaphylana","Ericaceae","Arctostaphylos","Nearctic"
"Tortricidae","Epinotia arctostaphylana","Ericaceae","Arctostaphylos imbricata","USA"
"Tortricidae","Epinotia arctostaphylana","Ericaceae","Arctostaphylos montaraensis","USA"
"Tortricidae","Epinotia arctostaphylana","Ericaceae","Arctostaphylos patula","USA"
"Tortricidae","Epinotia arctostaphylana","Ericaceae","Arctostaphylos uva-ursi","Nearctic"
"Tortricidae","Epinotia arctostaphylana","Ericaceae","Arctostaphylos uva-ursi","USA"
